student_id,question_id,knowledge,answer
701,98,47,0
767,108,48,0
793,54,50,1
218,62,33,1
183,19,4,0
1252,93,3,1
614,26,31,0
239,98,35,1
1046,25,79,1
861,20,90,0
425,102,71,0
1321,89,70,1
366,99,10,0
556,25,70,1
750,53,50,0
401,89,6,1
1316,88,44,0
798,94,24,0
1055,59,9,0
854,88,12,1
1114,53,23,0
305,65,7,1
1297,72,49,0
209,25,3,1
1399,88,38,1
169,53,63,0
122,63,13,0
159,64,18,0
536,31,53,0
110,62,41,0
1274,21,35,1
176,9,19,1
5,102,86,0
237,36,39,1
911,46,22,1
1383,63,73,1
952,85,47,0
1001,52,74,1
940,79,43,0
293,94,77,0
1199,19,69,0
799,34,17,1
226,40,21,1
670,102,20,0
553,94,32,0
758,117,53,1
262,31,74,0
349,32,1,0
470,89,81,0
1202,18,80,0
701,48,7,1
414,15,83,0
914,34,70,1
991,118,17,0
477,100,57,0
1377,12,26,1
102,99,48,0
32,45,73,0
1240,116,23,1
1053,17,88,0
14,56,35,0
1342,53,80,1
368,114,80,1
462,101,73,1
1092,38,88,1
303,43,56,1
399,49,48,1
1339,41,26,1
467,114,78,0
1197,86,47,1
578,112,44,0
1287,7,36,1
930,27,14,1
984,76,25,0
337,42,79,1
292,34,43,0
1086,84,55,1
1253,58,4,1
329,54,17,0
251,41,47,1
968,15,75,0
1030,86,53,1
1226,110,13,0
862,51,44,0
401,10,19,1
488,61,27,1
294,81,17,1
1359,113,87,0
702,7,84,0
127,49,44,0
489,105,65,0
72,108,58,1
674,86,38,0
232,36,54,1
1320,2,55,1
152,72,81,0
47,93,2,1
974,26,9,0
171,50,88,0
613,113,11,0
567,1,65,1
401,65,56,0
1030,18,2,1
1309,8,87,1
945,27,65,0
671,26,80,1
1144,114,56,1
223,61,39,1
810,23,5,1
59,53,4,0
1298,8,66,0
25,15,44,1
1219,112,83,1
246,46,13,1
396,114,49,0
130,116,26,1
685,104,57,0
222,18,59,1
31,30,84,1
923,53,18,1
367,17,59,0
1314,111,41,0
1276,28,30,1
1082,61,68,1
235,61,70,1
596,45,24,0
565,13,14,1
1100,65,56,0
1039,8,86,0
1261,10,51,1
607,78,37,0
1034,56,13,0
703,9,73,0
960,60,63,1
515,120,83,1
1183,63,55,1
1189,96,75,1
240,76,8,0
388,70,39,1
1184,116,43,1
229,46,41,0
1109,4,12,0
1310,74,3,0
993,114,38,1
1360,19,42,1
63,17,71,0
452,17,4,1
428,17,76,1
211,86,11,1
547,4,3,0
638,13,22,0
287,39,44,0
679,21,53,1
906,67,35,0
1188,47,38,0
1110,45,59,0
1287,54,44,1
295,39,39,0
1053,84,87,1
874,59,20,0
1388,119,23,0
1015,74,2,1
839,12,85,1
174,31,84,1
215,111,60,0
11,48,35,1
533,72,73,0
840,32,48,1
1191,107,37,1
1222,57,13,1
1022,91,66,0
561,69,82,0
10,58,51,0
357,94,89,1
880,98,15,1
1216,118,39,0
1237,95,42,1
1352,3,42,0
1081,104,83,0
170,45,87,0
23,17,58,0
932,85,27,0
630,85,82,1
543,89,84,1
1332,8,42,1
686,12,77,1
447,107,76,0
356,97,8,0
1338,20,67,0
1268,82,1,1
31,7,43,1
1262,26,52,1
402,26,62,0
582,39,30,0
246,68,4,0
314,85,74,1
691,48,39,0
698,3,17,0
372,62,61,1
831,70,5,0
1025,92,39,1
1105,55,79,0
398,106,76,1
590,85,32,1
752,18,49,0
612,86,19,0
909,97,56,0
671,118,11,1
1081,20,4,0
195,76,68,0
1022,32,31,0
1385,92,15,0
971,68,38,1
736,23,88,0
1267,92,83,1
1043,59,13,1
276,4,57,1
382,37,77,0
541,77,32,0
352,1,35,1
1015,41,1,1
374,50,38,1
552,56,78,0
1186,100,58,1
428,80,19,0
897,17,72,0
1242,81,21,1
732,55,9,1
17,24,74,0
1018,114,5,0
1266,87,31,0
367,49,43,0
1182,23,43,1
1095,22,2,1
1390,100,81,1
1232,9,50,1
937,104,57,0
894,16,4,1
1108,19,78,1
268,26,65,0
426,86,3,0
1264,4,2,1
805,115,4,1
674,114,78,1
1390,31,67,1
86,110,40,0
453,116,65,1
1205,111,62,0
52,94,43,0
173,20,8,1
1341,44,24,0
747,17,24,1
185,9,13,0
45,66,14,0
374,58,89,1
262,94,39,0
878,85,24,0
270,16,34,1
1387,75,66,0
330,30,59,0
570,66,72,1
1399,81,6,1
935,30,90,0
157,3,54,0
1215,15,17,1
434,14,69,1
1053,111,27,0
162,100,65,1
242,67,8,0
350,25,28,0
1089,56,51,0
676,42,2,0
576,119,77,0
28,54,75,0
252,85,8,1
385,11,38,1
140,63,14,0
771,59,38,1
82,111,6,1
1372,1,80,0
84,67,73,1
1279,77,32,0
1204,12,19,0
1174,108,53,0
272,31,67,1
472,23,16,0
1044,64,72,0
982,67,53,0
125,38,63,0
318,119,78,1
414,30,20,1
1134,69,47,0
374,51,25,0
97,94,54,0
611,113,78,0
171,120,63,1
523,99,89,0
180,115,24,1
696,83,4,0
379,30,83,1
290,91,56,1
878,48,77,0
693,57,45,1
349,120,62,1
18,51,85,1
1060,31,3,0
127,3,16,1
509,85,12,0
1380,93,58,1
1016,38,73,1
687,44,76,0
616,84,73,0
1006,15,21,1
922,98,67,1
598,58,90,0
678,9,88,0
1075,102,42,0
1374,43,56,1
500,9,16,0
1319,6,59,1
549,44,42,1
221,2,36,1
106,58,49,0
973,115,41,0
371,109,2,1
88,19,60,1
851,3,29,1
536,107,25,1
1360,90,79,0
682,69,28,1
1038,52,68,1
1180,11,48,1
1356,20,32,1
1298,62,53,0
366,80,57,0
1171,93,41,0
144,48,21,1
898,16,45,1
967,105,41,1
874,109,2,0
152,98,12,0
994,111,46,1
696,23,16,0
543,58,3,0
1158,25,83,0
751,118,76,1
394,41,54,1
114,87,33,1
224,79,12,1
274,48,18,0
901,21,17,0
177,43,65,1
855,25,75,0
781,115,31,1
64,106,45,1
243,97,10,1
1016,11,32,0
533,9,35,1
595,4,41,1
512,13,37,0
638,49,3,0
1247,96,78,1
987,27,67,0
502,76,41,1
775,80,22,1
939,48,74,0
299,24,4,0
450,70,32,1
633,18,82,1
265,11,27,0
1263,94,65,0
588,61,13,0
438,117,17,1
963,51,39,0
499,14,70,1
639,70,90,1
167,70,18,1
378,40,72,1
344,48,57,1
144,34,34,0
796,52,32,1
1260,77,77,1
554,107,65,1
268,24,20,1
955,2,83,1
244,48,36,1
263,88,34,0
1320,85,68,0
244,32,66,1
676,57,42,1
1148,6,25,0
788,102,14,0
1115,90,25,0
457,92,19,0
736,118,71,0
529,57,3,0
472,6,3,1
522,36,39,0
148,35,32,1
775,21,19,1
1344,115,7,0
1235,107,77,1
395,114,12,0
178,33,4,1
1203,91,57,1
150,71,71,0
104,55,13,1
554,80,28,0
220,42,1,1
972,43,29,1
704,63,80,1
1126,68,74,0
1060,7,52,1
1244,93,52,0
708,19,16,0
89,80,72,0
1254,102,11,0
868,116,34,1
993,18,8,1
969,49,87,0
607,59,62,0
128,54,15,0
1360,9,22,1
589,40,20,1
114,66,53,1
221,85,63,0
30,8,54,1
750,68,39,0
1084,111,51,1
4,109,23,1
615,70,58,1
843,85,67,1
840,18,77,1
526,13,84,1
772,17,38,0
696,107,5,0
905,88,64,1
820,82,23,1
197,31,51,0
1254,88,20,0
1055,49,12,0
993,50,19,0
921,31,41,1
546,43,33,1
187,12,4,0
539,21,10,1
193,36,58,0
1227,87,6,0
746,50,13,1
565,92,18,0
961,117,57,0
431,2,29,0
678,16,48,0
955,93,25,0
1039,118,9,1
702,69,21,1
674,27,81,1
965,65,28,0
1257,65,14,0
923,15,84,1
15,109,14,0
228,102,48,0
596,19,73,1
1124,44,89,1
87,33,59,0
753,116,74,0
761,21,7,0
884,24,71,0
433,62,18,0
971,101,28,0
738,99,66,0
87,36,11,1
1156,76,35,0
1089,32,49,1
1079,116,9,0
156,36,38,1
1297,30,9,1
867,113,10,1
343,38,47,1
775,84,19,1
760,77,76,1
597,69,44,1
791,1,41,0
1019,21,87,0
72,50,62,0
764,113,55,0
812,119,46,1
687,101,88,1
527,35,83,0
1068,23,1,0
484,92,46,1
488,1,88,1
828,89,18,0
1075,95,55,1
808,97,89,1
1312,96,10,0
1288,57,25,0
1213,31,62,1
877,95,16,0
866,112,9,0
817,69,74,0
951,47,88,0
74,75,40,1
723,37,89,1
846,27,62,0
264,49,27,1
1306,75,20,1
31,111,28,1
898,88,1,0
321,52,3,0
622,32,43,1
1088,35,85,1
909,120,46,1
387,47,29,0
115,22,70,1
1351,119,53,0
934,27,24,0
1370,31,23,1
1344,35,62,0
274,17,25,0
1323,71,66,1
795,84,50,1
440,40,47,0
324,115,85,0
234,66,38,1
542,31,25,1
466,1,55,0
587,96,17,1
755,105,77,1
984,94,55,0
66,4,4,0
1126,1,30,0
75,67,17,0
172,38,57,1
374,102,13,0
383,25,79,1
491,107,49,0
351,98,83,0
441,100,36,0
1162,119,77,1
1345,94,51,1
1156,25,69,0
523,13,36,0
1295,112,36,0
1085,62,46,0
976,50,66,1
442,11,77,0
1305,114,34,1
237,114,8,0
47,9,39,0
159,76,69,1
625,28,90,1
676,62,72,0
1029,35,70,1
694,19,34,0
232,78,90,1
874,51,59,0
1123,2,57,0
475,10,25,0
1103,93,32,1
534,6,12,0
1080,55,16,0
868,4,34,1
895,66,5,1
159,100,79,0
845,93,50,1
1037,81,90,1
77,100,15,0
663,60,5,1
1186,64,80,1
846,5,61,0
308,32,8,0
866,88,51,0
335,31,11,1
1116,27,65,0
924,19,55,0
964,116,71,0
256,78,85,0
1384,14,32,1
1275,58,66,1
626,85,27,0
711,34,75,0
121,107,65,1
973,43,31,0
365,4,20,1
555,64,85,0
933,61,60,1
843,77,53,0
311,41,76,0
375,73,68,1
630,68,13,1
1167,5,15,0
877,68,47,1
781,43,53,1
406,65,20,1
400,95,59,1
371,66,64,0
158,78,56,1
258,111,19,1
516,86,28,0
599,93,83,0
1231,62,83,0
586,104,51,0
846,21,34,0
212,77,56,0
1287,85,16,0
341,36,8,0
580,60,46,0
14,23,90,1
379,99,22,1
161,63,26,1
695,29,30,1
1121,100,68,1
1400,68,17,1
1044,69,48,0
501,61,80,0
564,84,14,0
242,31,45,1
1139,51,25,0
748,69,48,1
130,21,85,0
31,98,21,1
35,88,48,1
1187,107,1,1
636,51,31,0
245,65,9,0
140,68,20,1
558,92,73,0
151,31,47,0
319,17,64,0
1342,52,70,0
452,118,68,1
779,83,52,0
1228,56,77,0
612,27,31,0
834,2,10,0
1211,95,22,0
1279,108,52,0
969,110,4,0
746,35,79,1
571,76,69,1
1216,52,36,1
1100,43,18,0
1254,99,34,0
430,72,74,1
820,48,62,0
163,76,42,1
577,106,75,0
172,78,16,0
105,36,14,0
847,8,27,0
811,11,16,0
955,60,13,1
790,38,18,0
498,80,5,1
1389,6,64,1
380,96,24,1
746,58,74,1
813,51,31,1
395,96,25,1
476,9,51,1
89,34,65,0
817,82,62,1
479,20,59,1
651,86,28,1
905,94,37,1
1097,47,37,0
806,41,48,1
221,96,54,1
1229,114,88,0
340,106,65,0
519,55,49,1
193,27,62,0
1154,51,89,0
85,5,7,0
621,89,74,0
158,38,78,1
308,117,48,1
482,79,89,0
1288,71,45,1
427,27,35,0
765,59,6,1
771,5,88,1
133,3,47,0
42,81,15,1
593,33,68,0
1084,117,68,1
1357,97,49,1
253,24,28,0
931,120,1,1
798,30,36,1
25,107,36,1
1148,4,75,0
310,105,59,1
825,98,71,0
1326,109,49,0
820,76,23,1
1161,101,71,1
987,70,89,1
341,42,74,1
938,48,74,1
625,77,49,1
1157,72,68,0
120,99,20,1
56,76,60,1
143,83,61,1
118,112,73,1
1001,112,90,0
266,7,3,1
988,85,50,0
1125,20,3,1
96,98,82,0
975,11,52,0
77,45,87,1
783,3,37,0
584,54,71,1
515,87,66,1
449,4,34,0
295,95,48,1
656,80,67,1
234,104,18,0
355,80,7,0
1023,5,9,1
1017,97,27,0
291,92,57,0
437,63,67,0
327,35,65,1
856,56,71,0
1090,107,50,1
1204,42,19,0
961,41,56,1
413,75,7,1
1287,63,73,1
882,90,82,1
150,94,49,0
1235,98,46,0
770,76,19,0
1002,7,41,0
1389,101,70,1
547,97,22,0
619,31,21,0
1084,30,88,1
1384,9,28,1
1299,102,50,1
115,92,52,0
1356,2,4,0
209,12,24,0
139,81,12,1
916,60,47,1
197,118,78,0
1368,41,74,0
71,24,20,0
1155,52,73,1
704,47,65,1
1352,84,83,1
56,115,10,0
1104,73,74,1
101,16,9,1
65,72,21,0
1375,89,16,1
910,39,69,0
890,118,41,0
897,11,29,1
51,65,47,1
1254,41,31,0
897,25,34,1
995,37,84,1
24,73,62,1
1218,9,38,1
1386,96,54,0
73,113,9,1
850,109,7,0
873,14,56,1
1215,67,45,0
724,31,22,0
1146,80,12,0
78,89,15,1
1108,101,43,1
440,42,30,1
757,72,73,0
556,85,6,0
633,93,19,1
206,49,6,1
1259,8,34,0
19,119,23,0
528,79,16,0
134,105,34,0
1138,53,72,1
1293,9,11,1
1231,23,22,1
695,38,83,1
1090,110,41,1
889,53,36,1
155,106,5,1
208,37,28,0
581,60,72,0
293,56,39,0
409,108,72,1
827,90,83,0
1050,8,46,1
8,66,6,1
801,60,31,0
705,84,21,1
537,91,71,0
418,7,31,1
1020,48,31,1
124,12,58,1
1052,98,7,0
944,86,2,0
737,71,63,0
468,38,48,1
527,98,12,1
655,65,57,0
103,103,35,1
1133,36,60,0
950,10,18,1
557,98,36,0
1097,49,38,0
402,44,90,0
1183,92,89,0
938,35,33,0
275,81,20,0
644,64,7,0
588,114,33,1
123,106,2,1
1103,5,42,0
826,118,29,1
30,77,10,1
105,111,52,1
565,95,64,1
454,78,30,0
710,30,76,0
206,36,70,0
889,112,63,1
898,47,61,0
1121,16,75,1
459,111,41,1
1081,14,10,1
1157,108,51,1
1302,51,79,1
1005,13,88,1
1045,98,1,0
518,106,25,1
747,40,72,0
983,20,61,0
243,104,66,0
1023,89,86,1
824,46,65,0
994,34,80,1
1356,59,68,1
459,36,18,1
469,106,32,0
1155,53,74,0
9,15,16,1
188,89,52,1
205,43,57,0
720,61,41,1
245,68,33,1
1321,62,76,1
713,69,71,1
365,14,30,1
423,48,61,1
423,82,47,1
152,80,64,1
108,35,13,0
1031,113,42,0
1055,117,73,0
365,38,56,0
471,40,49,0
127,39,60,1
1115,1,16,1
957,6,16,0
1133,65,12,0
1338,69,48,0
59,87,30,1
744,86,52,0
939,42,72,0
194,44,21,1
1117,53,47,1
561,68,31,1
892,14,51,1
1172,81,34,1
156,43,48,0
1129,104,38,1
521,86,3,1
431,91,46,0
911,85,68,0
1194,42,58,0
1045,23,76,1
120,6,31,0
1124,67,83,1
30,104,61,1
146,23,9,1
1373,97,80,0
469,15,47,0
1120,53,74,0
324,108,85,1
1114,78,34,0
1089,78,77,0
896,73,67,0
555,37,6,1
898,25,20,0
1115,73,15,0
282,57,46,1
603,30,59,0
607,106,25,1
647,49,20,1
1111,103,15,1
46,3,71,1
770,115,45,1
1267,113,68,0
1343,37,71,1
572,80,89,1
433,35,51,0
74,107,27,1
249,77,2,0
864,90,45,1
55,33,15,1
597,91,31,0
1071,56,58,1
1361,59,36,1
107,53,42,1
180,65,35,1
673,79,41,0
962,116,44,0
201,93,76,1
1216,11,68,0
691,31,90,0
1353,119,43,0
781,44,77,1
71,106,75,0
563,69,43,1
136,98,6,0
1027,94,87,1
1027,47,78,1
98,17,66,1
299,78,58,1
520,72,56,1
748,17,18,0
105,110,18,0
1239,23,70,0
1119,81,39,0
1126,109,41,1
1276,48,57,1
622,114,8,1
373,102,27,1
198,120,87,0
1268,34,43,0
1182,43,38,0
679,109,53,0
134,41,33,1
1057,120,67,1
371,55,85,0
642,99,11,1
576,59,63,0
617,50,21,0
782,120,31,1
206,35,10,1
485,18,78,0
699,16,87,1
294,8,82,1
323,94,88,0
506,55,31,1
1399,98,12,0
40,73,47,1
782,43,86,0
179,67,30,0
736,68,62,1
31,46,6,1
638,13,32,1
53,72,42,1
785,111,8,1
200,42,31,1
367,10,15,1
1163,74,11,0
679,25,48,0
741,76,50,0
1137,40,46,0
68,34,81,1
431,109,55,1
52,21,33,0
591,19,65,1
446,46,58,1
305,94,41,1
138,19,66,0
908,5,90,1
338,59,6,1
1184,59,72,1
292,78,22,1
427,49,33,1
436,49,84,0
359,82,50,1
1247,56,85,1
1115,85,23,0
266,14,75,1
1280,73,84,0
1152,101,72,1
50,42,37,1
1066,34,77,1
431,40,46,0
683,52,37,1
1060,26,61,1
2,38,90,0
138,67,57,0
812,78,14,1
17,13,1,0
1382,28,22,1
301,24,16,0
1013,74,15,1
1171,3,65,1
1109,8,78,0
857,47,81,1
1356,117,77,1
703,119,70,0
875,104,72,0
705,26,13,0
263,69,54,0
1000,50,2,1
1367,45,1,0
1080,72,27,0
78,83,10,1
592,28,77,0
370,39,71,0
1065,57,81,0
1314,79,14,0
336,7,2,1
89,14,40,0
533,32,46,0
200,40,75,1
249,103,40,1
569,33,21,0
847,27,90,0
1164,15,14,1
788,55,35,0
973,98,56,1
1146,32,42,0
642,98,48,1
801,13,1,1
41,61,81,0
114,46,31,0
1044,89,9,0
1388,98,48,1
1079,55,58,0
979,116,26,0
1255,84,84,1
234,12,77,0
236,85,24,1
1325,40,83,1
528,80,3,0
1310,31,11,0
749,118,67,0
439,10,19,0
572,105,63,1
755,50,34,0
796,100,85,0
866,36,84,1
996,22,83,1
921,114,71,1
280,16,70,1
827,17,88,1
1100,27,56,1
330,101,60,1
705,66,58,1
991,94,30,0
1212,17,2,1
122,18,56,1
604,109,47,1
1023,2,20,0
694,3,78,0
698,15,15,1
1110,25,84,0
1165,8,90,0
824,34,23,0
1225,4,73,0
550,12,86,0
56,67,76,0
1144,44,48,1
1355,77,47,1
992,59,24,1
413,3,41,0
1071,35,26,0
1341,7,50,1
149,67,24,0
620,109,3,1
268,106,66,1
1227,104,32,0
185,85,28,1
723,10,30,1
1309,47,17,0
936,14,37,1
70,76,52,0
853,69,22,1
333,36,42,1
1096,55,53,1
1175,16,90,0
191,118,65,1
801,63,66,0
112,32,77,1
282,13,27,1
947,79,24,1
267,77,18,0
1316,74,25,1
198,81,33,1
163,90,5,0
210,55,55,1
986,25,71,0
1120,102,5,1
1368,31,66,0
301,2,32,1
1015,25,75,1
20,66,61,0
893,100,37,1
1210,24,49,1
375,51,75,0
497,18,8,1
1050,38,69,0
309,28,2,0
246,98,8,0
236,96,83,1
1208,104,2,1
1190,72,25,0
1233,102,68,0
619,77,50,1
1018,103,70,0
660,9,36,0
1376,19,39,0
887,7,1,0
370,8,11,1
464,5,81,0
788,81,78,1
767,60,10,0
37,108,1,1
463,99,7,1
710,117,69,1
496,29,24,0
1343,11,80,1
622,104,72,1
269,84,41,0
1025,84,9,1
988,22,47,0
1043,77,50,0
664,37,29,1
127,45,20,1
709,45,86,0
571,81,83,0
573,69,25,0
181,13,4,1
660,66,90,1
314,35,28,0
1275,6,84,1
375,27,89,0
986,86,71,1
143,91,68,0
156,18,39,1
9,21,12,0
756,53,19,1
1062,74,24,0
475,67,62,1
371,13,58,1
63,112,29,1
657,43,55,0
995,79,2,1
1262,62,74,0
274,40,32,1
442,98,3,1
1319,11,1,0
697,52,62,1
1138,39,26,0
15,115,11,0
363,20,39,1
610,61,5,1
54,114,90,1
547,56,69,1
490,25,6,1
845,89,76,0
267,34,34,1
1137,117,11,0
10,56,78,1
1238,112,14,0
63,32,36,1
35,78,53,1
76,85,38,0
53,28,8,0
1324,43,37,0
385,16,3,0
118,19,30,1
365,23,32,1
534,118,37,0
1070,74,89,0
304,82,88,1
1220,63,37,1
1332,12,51,1
1241,114,22,0
444,9,52,0
534,16,18,1
670,94,68,0
471,116,52,0
1290,81,13,0
1360,5,87,1
201,23,31,1
809,60,29,1
778,10,15,1
531,5,35,0
859,113,72,1
299,48,35,1
591,8,13,0
1279,86,64,1
861,57,42,0
611,66,67,1
1401,81,85,0
1261,92,32,0
1364,113,55,0
1103,21,4,1
10,110,78,0
415,38,36,1
1162,59,14,0
364,13,53,1
550,26,23,1
215,94,34,0
1027,19,74,0
834,73,72,0
440,23,48,0
775,59,11,0
1289,78,89,0
246,69,87,1
905,103,84,1
474,50,35,1
1171,48,7,0
495,38,64,1
250,34,25,1
1304,19,55,1
1400,92,72,1
402,88,46,0
793,35,44,0
1053,20,76,0
82,17,86,1
367,104,87,0
1211,89,70,0
1397,88,23,0
611,20,47,0
1066,36,37,1
776,48,1,0
542,87,80,0
661,73,26,0
915,20,56,0
704,24,23,0
585,101,79,0
140,36,1,1
1010,49,77,0
92,54,26,1
1090,117,26,1
190,4,53,1
1339,115,70,1
937,3,1,1
1335,112,83,0
167,61,56,0
96,62,55,0
1055,46,82,0
50,86,42,0
480,119,60,0
459,39,57,1
959,75,53,0
1210,109,61,1
721,99,44,0
438,72,14,0
1009,115,70,1
1367,6,82,1
63,32,42,1
976,13,26,1
567,102,26,0
65,96,24,1
997,39,22,1
1167,37,70,0
1350,45,16,1
1084,32,30,1
1228,83,19,0
34,44,1,1
1050,111,29,0
456,101,82,1
471,16,5,1
772,99,12,1
419,70,55,1
1241,69,52,1
523,93,39,1
799,5,51,1
1349,108,63,0
1241,26,71,0
1284,65,48,0
165,108,49,0
1291,52,88,0
405,82,18,1
422,91,61,1
777,39,63,1
31,63,82,0
509,55,86,1
1083,113,90,1
904,30,78,1
1358,46,37,0
871,56,40,1
164,56,26,1
1028,52,13,1
606,32,89,1
467,53,24,1
969,46,36,0
1019,57,70,1
975,88,36,0
744,10,46,1
362,24,13,0
101,32,40,1
7,92,9,0
470,10,22,0
996,113,57,1
815,22,59,0
1098,34,50,0
1318,77,30,1
348,10,62,0
481,21,83,0
1097,68,61,0
1014,119,42,1
198,99,50,0
619,24,59,0
17,33,30,0
286,95,35,1
756,12,74,0
538,67,54,1
330,80,16,0
228,101,14,0
395,82,69,0
1137,90,9,0
432,71,41,0
58,35,61,0
1047,13,57,0
614,40,50,1
141,54,45,0
990,32,9,0
255,84,76,1
244,74,21,1
1152,41,70,0
233,36,87,1
552,47,30,1
1328,80,40,0
1080,89,45,1
1349,48,78,0
302,24,27,1
957,40,7,1
825,108,82,0
702,48,81,0
1072,80,87,1
926,78,27,1
1232,42,38,1
794,45,4,1
461,51,22,1
185,54,85,1
778,66,88,0
969,83,5,0
1287,43,47,1
642,8,10,0
722,92,45,0
427,74,65,1
465,71,8,0
390,103,51,1
982,28,15,1
972,26,38,0
784,100,15,1
1004,7,8,1
1170,33,85,1
1264,107,65,1
385,83,81,1
969,77,76,1
1130,20,41,0
1333,30,12,0
409,110,21,0
242,3,34,1
743,57,82,0
1135,80,49,0
1156,112,83,0
670,79,17,1
985,43,19,1
285,28,63,0
1380,31,53,1
905,107,4,0
243,22,86,0
433,15,87,0
1402,76,74,1
942,12,20,0
750,97,38,1
1175,4,78,0
1024,60,27,0
194,39,34,1
891,70,14,0
629,24,31,0
1080,25,23,0
732,94,23,0
1106,105,51,1
956,102,87,1
1401,39,23,0
316,60,23,1
61,23,75,1
111,38,12,0
915,11,8,0
187,95,34,1
1152,110,23,1
650,15,2,0
588,50,36,0
159,97,70,1
1171,9,8,0
450,84,44,1
375,12,70,1
1036,34,40,0
1340,106,70,0
154,92,87,1
1116,118,83,1
437,55,73,1
176,40,26,0
770,78,62,0
698,14,20,0
518,20,58,1
472,51,15,0
258,70,61,0
811,103,76,0
449,17,64,1
1106,20,58,0
748,71,81,1
1298,114,56,0
604,117,28,1
503,30,42,0
1264,83,36,1
851,52,47,1
424,72,42,1
130,97,40,1
1232,86,10,0
821,68,87,1
1129,88,53,0
1160,6,12,0
784,17,3,1
103,113,30,0
1114,6,14,0
550,41,55,1
1373,112,22,0
917,105,22,1
248,60,55,0
1347,104,10,0
333,63,49,0
1104,43,72,1
1099,72,32,1
44,110,54,1
657,112,35,1
1174,38,38,1
855,102,52,0
675,34,89,0
116,93,41,1
956,63,88,0
627,114,25,0
67,88,47,1
211,17,80,0
1235,98,20,1
763,27,69,0
782,112,7,1
340,26,12,1
1277,112,19,0
1013,102,33,0
102,117,50,0
1134,23,90,0
518,80,56,1
1182,90,60,1
285,18,2,1
465,17,12,0
1101,41,82,0
292,97,51,1
63,74,1,0
533,55,82,1
46,75,37,0
873,41,36,1
1210,3,52,0
1246,23,50,1
194,99,39,1
1273,82,66,0
316,28,69,0
300,118,22,1
646,30,29,0
616,19,22,1
399,54,36,0
849,11,53,1
618,62,74,0
1310,98,81,1
520,89,33,1
298,9,27,0
188,120,74,0
81,108,62,0
196,107,38,1
164,3,64,0
1252,87,4,1
733,107,83,1
663,3,11,1
329,111,13,0
407,10,17,1
31,8,82,0
951,29,44,0
364,22,2,0
333,111,71,1
1074,77,63,1
1398,118,74,1
403,45,58,0
1268,119,14,0
135,90,32,1
368,86,41,0
762,12,84,1
613,84,67,1
107,103,27,1
738,43,79,1
455,1,42,0
831,32,21,1
740,112,48,1
899,41,73,0
11,52,73,0
1323,40,50,1
970,32,20,0
310,10,47,1
542,11,57,0
72,29,31,1
625,88,70,1
861,31,19,0
990,78,73,1
522,56,3,0
1352,11,43,0
124,92,36,0
294,17,52,1
31,34,61,0
1013,41,44,0
1178,9,24,0
895,45,38,0
889,28,87,0
715,68,49,0
861,63,56,1
890,33,73,0
887,21,22,1
1280,12,34,1
814,31,29,1
903,116,37,1
903,55,15,1
314,28,66,0
38,38,90,0
1254,46,24,0
948,20,58,1
1080,91,70,0
906,70,1,0
1372,108,41,0
282,93,62,1
163,98,33,1
919,94,74,1
1303,58,52,1
1060,62,22,0
1330,36,18,0
30,20,44,0
1068,109,84,1
830,20,41,0
711,28,83,1
210,45,73,1
1314,56,29,1
203,4,60,0
1039,11,13,1
709,32,59,1
313,57,37,1
430,1,81,0
1390,76,68,1
1065,104,17,0
318,28,5,1
365,62,80,1
912,86,43,0
293,90,79,1
964,80,16,0
1220,116,52,1
1316,32,67,1
1076,107,48,0
61,95,41,1
908,35,81,1
264,31,40,0
1312,114,30,0
144,20,7,0
513,41,39,1
550,24,73,0
69,32,24,0
686,101,27,0
110,86,63,1
703,7,36,1
245,72,33,0
851,77,87,1
1189,36,14,0
380,94,31,1
1385,10,89,1
1326,59,40,0
189,58,35,1
136,54,42,0
467,96,82,1
296,120,22,1
521,43,86,0
652,16,84,1
240,116,89,0
774,13,5,1
1325,73,76,1
596,70,32,0
1212,44,34,0
507,79,57,1
67,67,49,0
1101,79,11,0
1163,86,72,0
821,4,24,0
31,57,75,0
1236,82,16,0
1123,89,7,1
1396,92,54,1
61,85,86,0
834,115,79,1
272,96,67,1
392,78,44,0
11,29,55,1
1039,54,66,1
1172,99,47,1
600,118,82,0
702,7,40,1
808,19,49,1
1061,119,51,0
667,28,6,0
1249,86,27,0
1228,71,17,1
500,65,78,0
438,13,9,1
352,104,76,1
998,80,40,1
82,19,48,1
803,111,31,1
817,2,71,0
391,34,66,1
1269,10,30,1
767,20,45,0
19,22,34,1
479,46,89,0
585,30,30,0
238,44,61,1
591,27,58,0
673,66,19,0
683,58,89,0
1217,8,66,0
1307,81,81,0
472,44,13,0
1240,44,53,1
875,97,69,0
305,81,18,1
1154,33,83,0
660,116,69,1
506,111,13,1
1098,31,4,1
1166,73,67,0
860,6,25,0
1091,112,79,0
1075,73,88,1
819,3,16,0
54,6,43,0
611,67,5,0
768,40,88,0
797,108,13,0
256,77,45,1
629,70,27,0
408,58,36,0
694,49,34,1
42,60,82,1
340,82,23,0
849,45,64,1
641,40,88,0
953,25,63,1
21,76,29,0
1158,18,77,0
1029,17,42,0
690,91,34,0
1319,27,6,0
136,90,68,1
1328,74,8,1
113,102,67,1
964,57,60,0
885,8,18,1
1059,110,58,1
988,11,21,1
53,87,27,0
262,113,38,1
737,101,90,0
1102,23,55,0
251,95,58,0
